index,negotiation_arrangement,name,billing_code_type,billing_code_type_version,billing_code,description,bundled_codes_billing_code_type,bundled_codes_billing_code_type_version,bundled_codes_billing_code,bundled_codes_description,covered_services_billing_code_type,covered_services_billing_code_type_version,covered_services_billing_code,covered_services_description,negotiated_rates_provider_groups_npi,negotiated_rates_provider_groups_tin_type,negotiated_rates_provider_groups_tin_value,negotiated_rates_negotiated_prices_negotiated_type,negotiated_rates_negotiated_prices_negotiated_rate,negotiated_rates_negotiated_prices_expiration_date,negotiated_rates_negotiated_prices_service_code,negotiated_rates_negotiated_prices_billing_class
356362,ffs,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",CPT,2022,17312,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",,,,,,,,,1699761007,ein,46-2917580,fee schedule,795.66,12/31/9999,11,professional
356520,ffs,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",CPT,2022,17313,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",,,,,,,,,1891752572,ein,04-3369730,fee schedule,1221.34,12/31/9999,11,professional
356905,ffs,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",CPT,2022,17314,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",,,,,,,,,1518936327,npi,1518936327,fee schedule,492.69,12/31/9999,11,professional
357158,ffs,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",CPT,2022,17315,"MOHS MICROGRAPHIC TECHNIQUE, INCL REMOVAL OF ALL GROSS TUMOR,",,,,,,,,,1982949467,ein,04-3201853,fee schedule,102.16,12/31/9999,11,professional
370264,ffs,PLACEMENT OF RADIOTHERAPY AFTERLOADING EXPANDABLE CATH(SINGLE,CPT,2022,19296,PLACEMENT OF RADIOTHERAPY AFTERLOADING EXPANDABLE CATH(SINGLE,,,,,,,,,1396742359,ein,04-3111240,fee schedule,9052.9,12/31/9999,11,professional
370553,ffs,PLACEMENT OF RADIOTHERAPY AFTERLOADING EXPANDABLE CATH(SINGLE,CPT,2022,19297,PLACEMENT OF RADIOTHERAPY AFTERLOADING EXPANDABLE CATH(SINGLE,,,,,,,,,1598752834,ein,27-2473667,fee schedule,180.64,12/31/9999,11,professional
365654,ffs,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYLECTOMY, QUADRANTECTOMY",CPT,2022,19301,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYLECTOMY, QUADRANTECTOMY",,,,,,,,,1992770770,ein,04-3208311,fee schedule,784.53,12/31/9999,11,professional
365930,ffs,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYLECTOMY, QUADRANTECTOMY",CPT,2022,19302,"MASTECTOMY, PARTIAL (EG, LUMPECTOMY, TYLECTOMY, QUADRANTECTOMY",,,,,,,,,1982665485,ein,04-2807148,fee schedule,2260.08,12/31/9999,11,professional
382579,ffs,"APPL OF MULTIPLANE(PINS OR WIRES IN MORE THN 1 PLANE),UNILATER",CPT,2022,20696,"APPL OF MULTIPLANE(PINS OR WIRES IN MORE THN 1 PLANE),UNILATER",,,,,,,,,1376525725,ein,04-2807148,fee schedule,2959.38,12/31/9999,11,professional
382697,ffs,"APPL OF MULTIPLANE(PINS OR WIRES IN MORE THN 1 PLANE),UNILATER",CPT,2022,20697,"APPL OF MULTIPLANE(PINS OR WIRES IN MORE THN 1 PLANE),UNILATER",,,,,,,,,1184627481,npi,1184627481,fee schedule,2504.76,12/31/9999,11,professional
394906,ffs,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,CPT,2022,21046,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,,,,,,,,,1972535664,ein,04-3148387,fee schedule,2087.82,12/31/9999,11,professional
395092,ffs,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,CPT,2022,21047,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,,,,,,,,,1043392590,ein,47-3389861,fee schedule,1822.76,12/31/9999,11,professional
395336,ffs,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,CPT,2022,21048,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,,,,,,,,,1619327913,ein,04-3034772,fee schedule,1273.85,12/31/9999,11,professional
395516,ffs,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,CPT,2022,21049,EXCISION OF BENIGN CYST OR TUMOR OF MANDIBLE; COMPLEX,,,,,,,,,1487272373,npi,1487272373,fee schedule,1235.4,12/31/9999,11,professional
414340,ffs,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",CPT,2022,21510,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",,,,,,,,,1093734352,npi,1093734352,fee schedule,462.66,12/31/9999,11,professional
424427,ffs,BIOPSY SOFT TISSUE BACK OR FLANK;SUPERFICIAL,CPT,2022,21920,BIOPSY SOFT TISSUE BACK OR FLANK;SUPERFICIAL,,,,,,,,,1346478757,ein,43-1987409,fee schedule,1638.56,12/31/9999,11,professional
424825,ffs,BIOPSY SOFT TISSUE BACK OR FLANK;SUPERFICIAL,CPT,2022,21925,BIOPSY SOFT TISSUE BACK OR FLANK;SUPERFICIAL,,,,,,,,,1790755080,npi,1790755080,fee schedule,525.3,12/31/9999,11,professional
437693,ffs,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,CPT,2022,23030,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,,,,,,,,,1144398926,npi,1144398926,fee schedule,561.35,12/31/9999,11,professional
434277,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,23065,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1669419016,ein,30-0637929,fee schedule,430.91,12/31/9999,11,professional
433851,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,23066,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1023379336,ein,04-2472266,fee schedule,1155.33,12/31/9999,11,professional
454255,ffs,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,CPT,2022,23930,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,,,,,,,,,1669616074,ein,04-3466314,fee schedule,962.8,12/31/9999,11,professional
454535,ffs,INCISION AND DRAINAGE; INFECTED BURSA,CPT,2022,23931,INCISION AND DRAINAGE; INFECTED BURSA,,,,,,,,,1871557520,ein,04-3159969,fee schedule,685.46,12/31/9999,11,professional
452827,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,24065,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1760987648,ein,22-2768204,fee schedule,505.08,12/31/9999,11,professional
452519,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,24066,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1629427919,ein,04-3466314,fee schedule,1639.28,12/31/9999,11,professional
467592,ffs,REMOVAL OF FOREIGN BODY; DEEP,CPT,2022,24201,REMOVAL OF FOREIGN BODY; DEEP,,,,,,,,,1538191069,ein,04-2103881,fee schedule,1052.32,12/31/9999,11,professional
465130,ffs,"MANIPULATION,ELBOW,UNDER ANESTHSIA",CPT,2022,24300,"MANIPULATION,ELBOW,UNDER ANESTHSIA",,,,,,,,,1760643522,npi,1871988139,fee schedule,1030.46,12/31/9999,11,professional
467060,ffs,"RECONST MEDIAL COLLATERAL LIGAMENT,ELBOW,W/TENDON GRAFT",CPT,2022,24346,"RECONST MEDIAL COLLATERAL LIGAMENT,ELBOW,W/TENDON GRAFT",,,,,,,,,1780205674,npi,1780205674,fee schedule,1127.07,12/31/9999,11,professional
470820,ffs,"TENOTOMY,ELBOW,LAT OR MEDICAL(EG EPICONDYLITIS,TENNIS ELBOW,GO",CPT,2022,24358,"TENOTOMY,ELBOW,LAT OR MEDICAL(EG EPICONDYLITIS,TENNIS ELBOW,GO",,,,,,,,,1982220026,ein,04-3397450,fee schedule,944.04,12/31/9999,11,professional
471084,ffs,"TENOTOMY,ELBOW,LAT OR MEDICAL(EG EPICONDYLITIS,TENNIS ELBOW,GO",CPT,2022,24359,"TENOTOMY,ELBOW,LAT OR MEDICAL(EG EPICONDYLITIS,TENNIS ELBOW,GO",,,,,,,,,1841430030,npi,1841430030,fee schedule,801,12/31/9999,11,professional
475058,ffs,OPEN TREATMNT HUMRL SUPRACONDYLR/TRANSCONDYLR FX INCL INT FIXA,CPT,2022,24545,OPEN TREATMNT HUMRL SUPRACONDYLR/TRANSCONDYLR FX INCL INT FIXA,,,,,,,,,1043366750,ein,04-2697983,fee schedule,2336.76,12/31/9999,11,professional
475148,ffs,OPEN TREATMNT HUMRL SUPRACONDYLR/TRANSCONDYLR FX INCL INT FIXA,CPT,2022,24546,OPEN TREATMNT HUMRL SUPRACONDYLR/TRANSCONDYLR FX INCL INT FIXA,,,,,,,,,1619358116,npi,1619358116,fee schedule,1053.86,12/31/9999,11,professional
477233,ffs,"RECONST MEDIAL COLLATERAL LIGAMENT,ELBOW,W/TENDON GRAFT",CPT,2022,25001,"RECONST MEDIAL COLLATERAL LIGAMENT,ELBOW,W/TENDON GRAFT",,,,,,,,,1417329293,npi,1417329293,fee schedule,363.74,12/31/9999,11,professional
488535,ffs,INCISION AND DRAINAGE; INFECTED BURSA,CPT,2022,25031,INCISION AND DRAINAGE; INFECTED BURSA,,,,,,,,,1841476207,npi,1841476207,fee schedule,385.1,12/31/9999,11,professional
483371,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,25065,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1174509269,ein,46-2917580,fee schedule,506.21,12/31/9999,11,professional
482956,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,25066,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1750385514,ein,04-3481715,fee schedule,448.66,12/31/9999,11,professional
504591,ffs,"OPEN TREATMNT RADIAL AND ULNAR DRAFT FXS,W/INT FIX,WHEN PERFMD",CPT,2022,25574,"OPEN TREATMNT RADIAL AND ULNAR DRAFT FXS,W/INT FIX,WHEN PERFMD",,,,,,,,,1982689436,ein,32-0058309,fee schedule,1246.68,12/31/9999,11,professional
505037,ffs,"OPEN TREATMNT RADIAL AND ULNAR DRAFT FXS,W/INT FIX,WHEN PERFMD",CPT,2022,25575,"OPEN TREATMNT RADIAL AND ULNAR DRAFT FXS,W/INT FIX,WHEN PERFMD",,,,,,,,,1508122987,ein,81-1807730,fee schedule,1545.67,12/31/9999,11,professional
503224,ffs,OPEN TREATMENT OF DISTAL RADIAL EXTRA-ARTICULAR FRACTURE OR EP,CPT,2022,25607,OPEN TREATMENT OF DISTAL RADIAL EXTRA-ARTICULAR FRACTURE OR EP,,,,,,,,,1245231513,ein,04-3080484,fee schedule,1652.1,12/31/9999,11,professional
503442,ffs,OPEN TREATMENT OF DISTAL RADIAL EXTRA-ARTICULAR FRACTURE OR EP,CPT,2022,25608,OPEN TREATMENT OF DISTAL RADIAL EXTRA-ARTICULAR FRACTURE OR EP,,,,,,,,,1972728814,ein,22-2768204,fee schedule,1522.61,12/31/9999,11,professional
552753,ffs,"ARTHROD,INTERPHALANG JNT,W W/O INT FIX;W AUTOGEN GRAFT,EA JNT",CPT,2022,26863,"ARTHROD,INTERPHALANG JNT,W W/O INT FIX;W AUTOGEN GRAFT,EA JNT",,,,,,,,,1760643522,npi,1871988139,fee schedule,502.3,12/31/9999,11,professional
567721,ffs,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,CPT,2022,26990,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,,,,,,,,,1558558619,ein,04-2767880,fee schedule,838.86,12/31/9999,11,professional
567910,ffs,INCISION AND DRAINAGE; INFECTED BURSA,CPT,2022,26991,INCISION AND DRAINAGE; INFECTED BURSA,,,,,,,,,1417184904,ein,04-2807148,fee schedule,1850.26,12/31/9999,11,professional
568169,ffs,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",CPT,2022,26992,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",,,,,,,,,1699733568,ein,04-3354353,fee schedule,1572.21,12/31/9999,11,professional
563917,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,27040,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1629392709,ein,04-2774441,fee schedule,2144.88,12/31/9999,11,professional
563738,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,27041,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1609890144,ein,04-3406267,fee schedule,1489,12/31/9999,11,professional
570619,ffs,REMOVAL OF FOREIGN BODY; DEEP,CPT,2022,27087,REMOVAL OF FOREIGN BODY; DEEP,,,,,,,,,1235110974,ein,04-2888373,fee schedule,766.64,12/31/9999,11,professional
574201,ffs,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,CPT,2022,27227,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,,,,,,,,,1487836011,npi,1487836011,fee schedule,1951.77,12/31/9999,11,professional
574835,ffs,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,CPT,2022,27228,OPEN TREATMENT OF ACETABULAR FRACTURE(S)INVOLVING ANTERIOR OR,,,,,,,,,1215985445,ein,04-3080484,fee schedule,4083.69,12/31/9999,11,professional
572091,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,27323,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1952936353,ein,04-2510564,fee schedule,362.61,12/31/9999,11,professional
584050,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,27324,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1912326844,ein,04-2929916,fee schedule,697.41,12/31/9999,11,professional
593688,ffs,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,ONE COMPARTMENT(FLE",CPT,2022,27496,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,ONE COMPARTMENT(FLE",,,,,,,,,1750325791,ein,04-2888373,fee schedule,697.52,12/31/9999,11,professional
593776,ffs,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,ONE COMPARTMENT(FLE",CPT,2022,27497,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,ONE COMPARTMENT(FLE",,,,,,,,,1548614704,ein,27-2142635,fee schedule,1009.07,12/31/9999,11,professional
592988,ffs,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,MULTIPLE COMPARTMEN",CPT,2022,27498,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,MULTIPLE COMPARTMEN",,,,,,,,,1093786899,ein,04-2774441,fee schedule,3972.52,12/31/9999,11,professional
593327,ffs,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,MULTIPLE COMPARTMEN",CPT,2022,27499,"DECOMPRESSION FASCIOTOMY,THIGH AND/OR KNEE,MULTIPLE COMPARTMEN",,,,,,,,,1437149804,ein,04-2911067,fee schedule,847.4,12/31/9999,11,professional
608709,ffs,"OPEN TREATMNT KNEE DISLOCATION,INC INT FIX,WHEN PERF;W/PRIMARY",CPT,2022,27558,"OPEN TREATMNT KNEE DISLOCATION,INC INT FIX,WHEN PERF;W/PRIMARY",,,,,,,,,1518282409,ein,04-3466314,fee schedule,2958.71,12/31/9999,11,professional
607324,ffs,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,CPT,2022,27603,INCISION AND DRAINAGE; DEEP ABSCESS OR HEMATOMA,,,,,,,,,1750325106,ein,04-3336936,fee schedule,1162.65,12/31/9999,11,professional
607563,ffs,INCISION AND DRAINAGE; INFECTED BURSA,CPT,2022,27604,INCISION AND DRAINAGE; INFECTED BURSA,,,,,,,,,1659352490,ein,04-2807148,fee schedule,1173.8,12/31/9999,11,professional
607848,ffs,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",CPT,2022,27607,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",,,,,,,,,1124110556,ein,04-3228556,fee schedule,1093.21,12/31/9999,11,professional
603766,ffs,"BIOPSY, SOFT TISSUES; SUPERFICIAL",CPT,2022,27613,"BIOPSY, SOFT TISSUES; SUPERFICIAL",,,,,,,,,1649243973,ein,04-2297845,fee schedule,547.19,12/31/9999,11,professional
603433,ffs,"BIOPSY, SOFT TISSUES; DEEP",CPT,2022,27614,"BIOPSY, SOFT TISSUES; DEEP",,,,,,,,,1871534586,ein,32-0487854,fee schedule,3622.15,12/31/9999,11,professional
609293,ffs,"PARTIAL EXC (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECYOMY)BO",CPT,2022,27640,"PARTIAL EXC (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECYOMY)BO",,,,,,,,,1245525260,ein,90-0736083,fee schedule,996.22,12/31/9999,11,professional
609519,ffs,"PARTIAL EXC (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECYOMY)BO",CPT,2022,27641,"PARTIAL EXC (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECYOMY)BO",,,,,,,,,1760721146,ein,46-0886783,fee schedule,663.73,12/31/9999,11,professional
623029,ffs,CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARING ARTICULAR PORTI,CPT,2022,27824,CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARING ARTICULAR PORTI,,,,,,,,,1225408800,ein,04-2807148,fee schedule,707.74,12/31/9999,11,professional
623252,ffs,CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARING ARTICULAR PORTI,CPT,2022,27825,CLOSED TREATMENT OF FRACTURE OF WEIGHT BEARING ARTICULAR PORTI,,,,,,,,,1639493653,ein,04-3466314,fee schedule,1396.97,12/31/9999,11,professional
627365,ffs,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,CPT,2022,27826,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,,,,,,,,,1164764320,ein,04-2704683,fee schedule,1551.34,12/31/9999,11,professional
627871,ffs,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,CPT,2022,27827,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,,,,,,,,,1598962672,ein,22-2768204,fee schedule,2070.37,12/31/9999,11,professional
628343,ffs,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,CPT,2022,27828,OPEN TRMT FX OF WEIGHT BEARING ARTICULAR SURFACE/PORTION TIBIA,,,,,,,,,1104850999,ein,27-2777455,fee schedule,2481.32,12/31/9999,11,professional
626001,ffs,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",CPT,2022,28005,"INCISION, DEEP, WITH OPENING OF BONE CORTEX FOR OSTEOMYELITIS",,,,,,,,,1275819179,ein,82-2871053,fee schedule,1173.66,12/31/9999,11,professional
668875,ffs,"TRTMNT CLOSED METATARSOPHALANG JNT DISLOC,W UNCOMP TISS CLOSE",CPT,2022,28630,"TRTMNT CLOSED METATARSOPHALANG JNT DISLOC,W UNCOMP TISS CLOSE",,,,,,,,,1386676815,ein,43-1987409,fee schedule,940.9,12/31/9999,11,professional
680160,ffs,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",CPT,2022,28675,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",,,,,,,,,1801820824,ein,20-5880328,fee schedule,716.18,12/31/9999,11,professional
694376,ffs,"ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY",CPT,2022,29806,"ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY",,,,,,,,,1225107345,ein,27-2777455,fee schedule,1962.82,12/31/9999,11,professional
694726,ffs,"ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY",CPT,2022,29827,"ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULORRHAPHY",,,,,,,,,1407290687,ein,04-3466314,fee schedule,2681.02,12/31/9999,11,professional
693132,ffs,ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S)AND/,CPT,2022,29850,ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S)AND/,,,,,,,,,1518954650,ein,22-2703314,fee schedule,1106.76,12/31/9999,11,professional
693887,ffs,ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S)AND/,CPT,2022,29851,ARTHROSCOPICALLY AIDED TREATMENT OF INTERCONDYLAR SPINE(S)AND/,,,,,,,,,1952893679,ein,04-2774441,fee schedule,5548.29,12/31/9999,11,professional
711577,ffs,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",CPT,2022,29855,"OPEN TRMT OF INTERPHALANGEAL JOINT DISLOCATION,INC INT FIX,WHN",,,,,,,,,1790784536,ein,45-0498351,fee schedule,939.66,12/31/9999,11,professional
729068,ffs,RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT,CPT,2022,30460,RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT,,,,,,,,,1538712781,ein,22-2873792,fee schedule,1018.42,12/31/9999,11,professional
729703,ffs,RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT,CPT,2022,30462,RHINOPLASTY FOR NASAL DEFORMITY SECONDARY TO CONGENITAL CLEFT,,,,,,,,,1740604941,ein,81-1807730,fee schedule,2780.12,12/31/9999,11,professional
721324,ffs,"ABLATION, SOFT TISS OF INFERIOR TURBINATES, UNI OR BILAT, ANY",CPT,2022,30801,"ABLATION, SOFT TISS OF INFERIOR TURBINATES, UNI OR BILAT, ANY",,,,,,,,,1164822664,ein,04-3320571,fee schedule,299.46,12/31/9999,11,professional
721749,ffs,"ABLATION, SOFT TISS OF INFERIOR TURBINATES, UNI OR BILAT, ANY",CPT,2022,30802,"ABLATION, SOFT TISS OF INFERIOR TURBINATES, UNI OR BILAT, ANY",,,,,,,,,1235591561,ein,04-3148394,fee schedule,612.83,12/31/9999,11,professional
749979,ffs,"TRACHEOSTOMA REVISION; COMPLEX, WITH FLAP ROTATION",CPT,2022,31614,"TRACHEOSTOMA REVISION; COMPLEX, WITH FLAP ROTATION",,,,,,,,,1306828249,ein,20-2838785,fee schedule,1338.77,12/31/9999,11,professional
760896,ffs,"TRACHEOSTOMA REVISION; COMPLEX, WITH FLAP ROTATION",CPT,2022,31631,"TRACHEOSTOMA REVISION; COMPLEX, WITH FLAP ROTATION",,,,,,,,,1245616796,npi,1245616796,fee schedule,222.22,12/31/9999,11,professional
754049,ffs,BRONCHOSCOPY (RIGID OR FLEXIBLE) WITH TRANSBRONCHIAL NEEDLE,CPT,2022,31633,BRONCHOSCOPY (RIGID OR FLEXIBLE) WITH TRANSBRONCHIAL NEEDLE,,,,,,,,,1992742571,ein,04-2807148,fee schedule,202.79,12/31/9999,11,professional
754563,ffs,"BRONCHOSCOPY RIGID OR FLEXIBLE, W/WITHOUT FLUOROSCIPIC GUIDNCE",CPT,2022,31637,"BRONCHOSCOPY RIGID OR FLEXIBLE, W/WITHOUT FLUOROSCIPIC GUIDNCE",,,,,,,,,1376516708,ein,04-3466314,fee schedule,186.75,12/31/9999,11,professional
754719,ffs,"BRONCHOSCOPY RIGID OR FLEXIBLE, W/WITHOUT FLUOROSCIPIC GUIDNCE",CPT,2022,31638,"BRONCHOSCOPY RIGID OR FLEXIBLE, W/WITHOUT FLUOROSCIPIC GUIDNCE",,,,,,,,,1346766292,ein,04-3080484,fee schedule,242.7,12/31/9999,11,professional
755360,ffs,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",CPT,2022,31641,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",,,,,,,,,1740261486,npi,1740261486,fee schedule,295.55,12/31/9999,11,professional
755617,ffs,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",CPT,2022,31643,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",,,,,,,,,1083626907,ein,04-2807148,fee schedule,426.99,12/31/9999,11,professional
755700,ffs,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",CPT,2022,31645,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",,,,,,,,,1891212536,npi,1891212536,fee schedule,292.34,12/31/9999,11,professional
756210,ffs,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",CPT,2022,31646,"BRONCHOSCOPY, RIGID OR FLEX, INCL FLUOROSC GUID, WHEN PERF; WI",,,,,,,,,1023045127,ein,04-2774441,fee schedule,821,12/31/9999,11,professional
762117,ffs,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,CPT,2022,32855,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,,,,,,,,,1134186596,ein,04-3466314,fee schedule,707.87,12/31/9999,11,professional
762360,ffs,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,CPT,2022,32856,CADAVER DONOR LUNG ALLOGRAGT PRIOR TO TRNSPLT,,,,,,,,,1134524697,ein,04-2807148,fee schedule,739.29,12/31/9999,11,professional
772383,ffs,INSERT OF NEW OR REPLACEMENT OF PERM PACEMAKER W/TRANSVEN ELEC,CPT,2022,33206,INSERT OF NEW OR REPLACEMENT OF PERM PACEMAKER W/TRANSVEN ELEC,,,,,,,,,1548244163,ein,32-0058309,fee schedule,817.26,12/31/9999,11,professional
772393,ffs,INSERT OF NEW OR REPLACEMENT OF PERM PACEMAKER W/TRANSVEN ELEC,CPT,2022,33207,INSERT OF NEW OR REPLACEMENT OF PERM PACEMAKER W/TRANSVEN ELEC,,,,,,,,,1407121445,ein,27-2777455,fee schedule,867.02,12/31/9999,11,professional
772687,ffs,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,CPT,2022,33230,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,,,,,,,,,1538108626,ein,04-2981129,fee schedule,777.48,12/31/9999,11,professional
772960,ffs,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,CPT,2022,33231,INSERTIONOF IMPLANTABLE DEFIBRILLATOR PULSE GENRT ONLY;W/EXIST,,,,,,,,,1992799761,ein,04-3236175,fee schedule,866.02,12/31/9999,11,professional
773899,ffs,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,CPT,2022,33250,OPERATIVE ABLATION OF SUPRAVENTRICULAR ARRHYTHMOGENIC FOCUS,,,,,,,,,1861711517,ein,04-3148395,fee schedule,2870.66,12/31/9999,11,professional
